Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_crafter_5_subtitle,,Quest Info,Reordered,"Find Tool & Die Set",,,,
quest_crafter_5_offer,,Quest Info,Reordered,"In order to learn how to craft the tool and die set, you need to have one to copy! Better loot somewhere and find your tool & die set, so you can learn to make one of your own.",,,,



quest_blades_1,,Quest Info,Reordered,"Slash: Class Start",,,,
quest_blades_1_subtitle,,Quest Info,Reordered,"Slash Class",,,,
quest_blades_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Slash class.",,,,

quest_blades_2,,Quest Info,Reordered,"Slash: Quest 1/4",,,,
quest_blades_2_subtitle,,Quest Info,Reordered,"Slicing Zeds!",,,,
quest_blades_2_offer,,Quest Info,Reordered,"Your first job as a bladesperson is to get yourself a shiv or hunting knife and show those zeds who's boss!",,,,

quest_blades_3,,Quest Info,Reordered,"Slash: Quest 2/4",,,,
quest_blades_3_subtitle,,Quest Info,Reordered,"Hunt those creatures!",,,,
quest_blades_3_offer,,Quest Info,Reordered,"Using your knife you can get lots of meat and hide from animals. Time to bring home the bacon!",,,,

quest_blades_4,,Quest Info,Reordered,"Slash: Quest 3/4",,,,
quest_blades_4_subtitle,,Quest Info,Reordered,"Find the Machete",,,,
quest_blades_4_offer,,Quest Info,Reordered,"Shivs and hunting knives are nice and all, but nothing compares to the power of the machete! Go out and find one, unless you already can craft one, in which case, make one.",,,,

quest_blades_5,,Quest Info,Reordered,"Slash: Quest 4/4",,,,
quest_blades_5_subtitle,,Quest Info,Reordered,"Slicing Zeds Again!",,,,
quest_blades_5_offer,,Quest Info,Reordered,"Now you have a machete, you can really start cutting off some heads! Go kill some more zeds and don't come back until you're done!",,,,



quest_blunts_1,,Quest Info,Reordered,"Bash: Class Start",,,,
quest_blunts_1_subtitle,,Quest Info,Reordered,"Bash Class",,,,
quest_blunts_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Bash class.",,,,

quest_blunts_2,,Quest Info,Reordered,"Bash: Quest 1/4",,,,
quest_blunts_2_subtitle,,Quest Info,Reordered,"Cracking Skulls!",,,,
quest_blunts_2_offer,,Quest Info,Reordered,"Your first mission is to get out there with a wooden club or iron reinforced club and smash some faces in. Show those zeds not to mess with you!",,,,

quest_blunts_3,,Quest Info,Reordered,"Bash: Quest 2/4",,,,
quest_blunts_3_subtitle,,Quest Info,Reordered,"Lucille",,,,
quest_blunts_3_offer,,Quest Info,Reordered,"Time to get a better club - add some barbs and go on a killing spree!",,,,

quest_blunts_4,,Quest Info,Reordered,"Bash: Quest 3/4",,,,
quest_blunts_4_subtitle,,Quest Info,Reordered,"Need more POWAH!",,,,
quest_blunts_4_offer,,Quest Info,Reordered,"The barbed club is nice and all, but wouldn't you prefer to have a nice sledgehammer or spiked club, or both? Better go out and find them, unless you can make them, in which case, make them.",,,,

quest_blunts_5,,Quest Info,Reordered,"Bash: Quest 4/4",,,,
quest_blunts_5_subtitle,,Quest Info,Reordered,"Cracking Skulls Again",,,,
quest_blunts_5_offer,,Quest Info,Reordered,"Now that you got yourself some nice heavy clubs and hammers, it's time to take it to the zeds one last time. Show no mercy!",,,,



quest_miner_1,,Quest Info,Reordered,"Miner: Class Start",,,,
quest_miner_1_subtitle,,Quest Info,Reordered,"Miner Class",,,,
quest_miner_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Miner class.",,,,

quest_miner_2,,Quest Info,Reordered,"Miner: Quest 1/4",,,,
quest_miner_2_subtitle,,Quest Info,Reordered,"Copper Tools",,,,
quest_miner_2_offer,,Quest Info,Reordered,"Your first job as a miner is to get yourself some better tools. And you had better try and find a forge as well, since you'll need it to make said tools. Copper is a good starting choice, though they don't last long...",,,,

quest_miner_3,,Quest Info,Reordered,"Miner: Quest 2/4",,,,
quest_miner_3_subtitle,,Quest Info,Reordered,"Iron Tools",,,,
quest_miner_3_offer,,Quest Info,Reordered,"Seems those copper tools run out way too fast - so time to get yourself an upgrade! Make some iron tools and go on a mining spree!",,,,

quest_miner_4,,Quest Info,Reordered,"Miner: Quest 3/4",,,,
quest_miner_4_subtitle,,Quest Info,Reordered,"Steel Tools",,,,
quest_miner_4_offer,,Quest Info,Reordered,"Iron tools are great and all, but steel tools will give you much more resources! So, better get an alloy forge (you'll need to find steel to craft it) and make yourself some more steel for the tools you'll need.",,,,

quest_miner_5,,Quest Info,Reordered,"Miner: Quest 4/4",,,,
quest_miner_5_subtitle,,Quest Info,Reordered,"Rare elements!",,,,
quest_miner_5_offer,,Quest Info,Reordered,"Now you got yourself some steel tools, you can go out and mine all the things! And if you're lucky, you may come across some rare stuff like silver, gold, and diamonds. Good luck!",,,,



quest_ranger_1,,Quest Info,Reordered,"Ranger: Class Start",,,,
quest_ranger_1_subtitle,,Quest Info,Reordered,"Ranger Class",,,,
quest_ranger_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Ranger class.",,,,

quest_ranger_2,,Quest Info,Reordered,"Ranger: Quest 1/4",,,,
quest_ranger_2_subtitle,,Quest Info,Reordered,"Gone Hunting",,,,
quest_ranger_2_offer,,Quest Info,Reordered,"Your first job as a ranger is to go out there and kill some animals with your wooden bow. You may want to pack a knife of some kind too so you can get the meat and hides. PS: Watch out for bears!",,,,

quest_ranger_3,,Quest Info,Reordered,"Ranger: Quest 2/4",,,,
quest_ranger_3_subtitle,,Quest Info,Reordered,"Shoot the Head off the Zed",,,,
quest_ranger_3_offer,,Quest Info,Reordered,"Now that you've got the hang of that bow, it's time to test it on some zombies! How many headshots can you get out of 30?",,,,

quest_ranger_4,,Quest Info,Reordered,"Ranger: Quest 3/4",,,,
quest_ranger_4_subtitle,,Quest Info,Reordered,"Better Bows!",,,,
quest_ranger_4_offer,,Quest Info,Reordered,"You can put that old stick away - we'll start training with real weapons now! Find a compound bow or a crossbow and kill some more zeds!",,,,

quest_ranger_5,,Quest Info,Reordered,"Ranger: Quest 4/4",,,,
quest_ranger_5_subtitle,,Quest Info,Reordered,"Extreme Hunting!",,,,
quest_ranger_5_offer,,Quest Info,Reordered,"Let's see how well you do with that bow when you need to hunt some radiated zeds, bears and direwolves. Hope you can run fast!",,,,



quest_shotguns_1,,Quest Info,Reordered,"Shotguns: Class Start",,,,
quest_shotguns_1_subtitle,,Quest Info,Reordered,"Shotguns Class",,,,
quest_shotguns_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Shotguns class.",,,,

quest_shotguns_2,,Quest Info,Reordered,"Shotguns: Quest 1/4",,,,
quest_shotguns_2_subtitle,,Quest Info,Reordered,"Find some Boom Sticks!",,,,
quest_shotguns_2_offer,,Quest Info,Reordered,"As your first assignment, you need to get your ass out there and find some boom sticks. Also, bring some ammo too, as you're gonna need it!",,,,

quest_shotguns_3,,Quest Info,Reordered,"Shotguns: Quest 2/4",,,,
quest_shotguns_3_subtitle,,Quest Info,Reordered,"Blast some Heads",,,,
quest_shotguns_3_offer,,Quest Info,Reordered,"Now you got yourself those shotguns, let's see how many limbs and heads you can blow off with them!",,,,

quest_shotguns_4,,Quest Info,Reordered,"Shotguns: Quest 3/4",,,,
quest_shotguns_4_subtitle,,Quest Info,Reordered,"More Ammo",,,,
quest_shotguns_4_offer,,Quest Info,Reordered,"Looks like your ammo is getting pretty low there, so best go out and find some more. There may be some better shells you can use...",,,,

quest_shotguns_5,,Quest Info,Reordered,"Shotguns: Quest 4/4",,,,
quest_shotguns_5_subtitle,,Quest Info,Reordered,"Boom Stick vs Toughies",,,,
quest_shotguns_5_offer,,Quest Info,Reordered,"Now you got some better ammo and some nice looking shotguns, let's see how well you do taking on some rads, direwolves and bears! Hope you can run fast enough!",,,,



quest_pistols_1,,Quest Info,Reordered,"Pistols: Class Start",,,,
quest_pistols_1_subtitle,,Quest Info,Reordered,"Pistols Class",,,,
quest_pistols_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Pistols class.",,,,

quest_pistols_2,,Quest Info,Reordered,"Pistols: Quest 1/4",,,,
quest_pistols_2_subtitle,,Quest Info,Reordered,"Find a Pistol",,,,
quest_pistols_2_offer,,Quest Info,Reordered,"Your first mission as a master of handguns is... Well, to actually own a handgun. Get out there and find one, and don't be sticking your arm down too many toilets neither!",,,,

quest_pistols_3,,Quest Info,Reordered,"Pistols: Quest 2/4",,,,
quest_pistols_3_subtitle,,Quest Info,Reordered,"Shooting Range",,,,
quest_pistols_3_offer,,Quest Info,Reordered,"Now that you got yourself a handgun and some ammo, it's time to see how well you can do against some zombies! Get out there and shoot some faces off!",,,,

quest_pistols_4,,Quest Info,Reordered,"Pistols: Quest 3/4",,,,
quest_pistols_4_subtitle,,Quest Info,Reordered,"Find the Magnum",,,,
quest_pistols_4_offer,,Quest Info,Reordered,"The pistol is great and all, but the 44 Magnum blows it out of the water! You better search long and hard as they are quite rare to find.",,,,

quest_pistols_5,,Quest Info,Reordered,"Pistols: Quest 4/4",,,,
quest_pistols_5_subtitle,,Quest Info,Reordered,"Target Practice",,,,
quest_pistols_5_offer,,Quest Info,Reordered,"Now you got that magnum, you should have no problem taking out some radiated zombies, direwolves and bears! Well, unless they catch you. Be careful out there...",,,,



quest_rifles_1,,Quest Info,Reordered,"Rifles: Class Start",,,,
quest_rifles_1_subtitle,,Quest Info,Reordered,"Rifles Class",,,,
quest_rifles_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Rifles class.",,,,

quest_rifles_2,,Quest Info,Reordered,"Rifles: Quest 1/4",,,,
quest_rifles_2_subtitle,,Quest Info,Reordered,"Find a Rifle",,,,
quest_rifles_2_offer,,Quest Info,Reordered,"You can't shoot stuff long range if you don't have a long ranged rifle! Best get out there and find one, oh and don't forget the ammo.",,,,

quest_rifles_3,,Quest Info,Reordered,"Rifles: Quest 2/4",,,,
quest_rifles_3_subtitle,,Quest Info,Reordered,"Precision Shots",,,,
quest_rifles_3_offer,,Quest Info,Reordered,"Now you got yourself a decent rifle, it's time to see how many heads you can blow off with it! Get out there and kill some zeds!",,,,

quest_rifles_4,,Quest Info,Reordered,"Rifles: Quest 3/4",,,,
quest_rifles_4_subtitle,,Quest Info,Reordered,"Sniping Time",,,,
quest_rifles_4_offer,,Quest Info,Reordered,"The hunting rifle is good and all, but it would be so much better if you had a scope on that thing. Better get looking for a sniper rifle, and some better ammo too!",,,,

quest_rifles_5,,Quest Info,Reordered,"Rifles: Quest 4/4",,,,
quest_rifles_5_subtitle,,Quest Info,Reordered,"Tactical Kills",,,,
quest_rifles_5_offer,,Quest Info,Reordered,"Now you got yourself the sniper rifle, let's see if you can stay out of sight and kill some bears, direwolves, and radiated zombies! Maybe do it at night for extra cover...",,,,



quest_plunderer_1,,Quest Info,Reordered,"Plunder: Class Start",,,,
quest_plunderer_1_subtitle,,Quest Info,Reordered,"Plunderer Class",,,,
quest_plunderer_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Plunderer class.",,,,

quest_plunderer_2,,Quest Info,Reordered,"Plunderer: Quest 1/4",,,,
quest_plunderer_2_subtitle,,Quest Info,Reordered,"Useless Junk",,,,
quest_plunderer_2_offer,,Quest Info,Reordered,"Better get used to raiding properties and taking all the things! Go find some useless junk items that may actually turn out to be more useful later.",,,,

quest_plunderer_3,,Quest Info,Reordered,"Plunderer: Quest 2/4",,,,
quest_plunderer_3_subtitle,,Quest Info,Reordered,"Factory Tools",,,,
quest_plunderer_3_offer,,Quest Info,Reordered,"Now you got the hang of looting, you should have no problem finding some factory grade tools. These tools are much better than steel tools, but can only be found by looting, and not from crafting. If you're having trouble, you could always trade for them.",,,,

quest_plunderer_4,,Quest Info,Reordered,"Plunderer: Quest 3/4",,,,
quest_plunderer_4_subtitle,,Quest Info,Reordered,"Chainsaw & Auger",,,,
quest_plunderer_4_offer,,Quest Info,Reordered,"The chainsaw and auger are very useful things to have! But they can only be looted, which is perfect for a plunderer such as yourself.",,,,

quest_plunderer_5,,Quest Info,Reordered,"Plunderer: Quest 4/4",,,,
quest_plunderer_5_subtitle,,Quest Info,Reordered,"Fadium & Foxium",,,,
quest_plunderer_5_offer,,Quest Info,Reordered,"Rumour has it that there are two unique alloys that may be able to be crafted to make legendary things. But, before we can do that, we need to see exactly how they are made. Go out and get a sample of Fadium and Foxium - forged variants, if possible.",,,,



quest_armour_1,,Quest Info,Reordered,"Armour: Class Start",,,,
quest_armour_1_subtitle,,Quest Info,Reordered,"Armour Class",,,,
quest_armour_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Armour class.",,,,

quest_armour_2,,Quest Info,Reordered,"Armour: Quest 1/4",,,,
quest_armour_2_subtitle,,Quest Info,Reordered,"Animal Skin",,,,
quest_armour_2_offer,,Quest Info,Reordered,"Even animal hide is better than no protection at all! Go out and hunt some animals, and make some animal hide armour to wear.",,,,

quest_armour_3,,Quest Info,Reordered,"Armour: Quest 2/4",,,,
quest_armour_3_subtitle,,Quest Info,Reordered,"Leather",,,,
quest_armour_3_offer,,Quest Info,Reordered,"Animal hide armour is great and all, but if you upgrade to leather armour, you may get even more protection. You'll need to figure out how to make it first, though, so get raiding some book stores and make a set.",,,,

quest_armour_4,,Quest Info,Reordered,"Armour: Quest 3/4",,,,
quest_armour_4_subtitle,,Quest Info,Reordered,"Iron!",,,,
quest_armour_4_offer,,Quest Info,Reordered,"Leather armour still pales in comparison to a good strong set of iron armour. Once again though, you're going to need to figure out how that stuff is made, so time to hit up more book stores. Make a set of iron armour and enjoy the protection bonus!",,,,

quest_armour_5,,Quest Info,Reordered,"Armour: Quest 4/4",,,,
quest_armour_5_subtitle,,Quest Info,Reordered,"Military Armour",,,,
quest_armour_5_offer,,Quest Info,Reordered,"The best armour you can get - but you can't craft it yourself. Instead, you'll need to go out and try and find or trade for some military armour. But a whole set is better than even the best set of iron armour.",,,,



quest_hunter_1,,Quest Info,Reordered,"Hunter: Class Start",,,,
quest_hunter_1_subtitle,,Quest Info,Reordered,"Hunter Class",,,,
quest_hunter_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Hunter class.",,,,

quest_hunter_2,,Quest Info,Reordered,"Hunter: Quest 1/4",,,,
quest_hunter_2_subtitle,,Quest Info,Reordered,"Kill some animals",,,,
quest_hunter_2_offer,,Quest Info,Reordered,"Before you can carve up animals to get their meat and hides, you better get out and kill some first, so you actually have something to cut open.",,,,

quest_hunter_3,,Quest Info,Reordered,"Hunter: Quest 2/4",,,,
quest_hunter_3_subtitle,,Quest Info,Reordered,"Meat & Bones",,,,
quest_hunter_3_offer,,Quest Info,Reordered,"Your knife will allow you to collect meat, but even zombie flesh and bones can prove useful later on down the line. Better get collecting!",,,,

quest_hunter_4,,Quest Info,Reordered,"Hunter: Quest 3/4",,,,
quest_hunter_4_subtitle,,Quest Info,Reordered,"Treasure Hunt 1",,,,
quest_hunter_4_offer,,Quest Info,Reordered,"Your spidey senses are tingling, but don't worry it's not because of bad guys. There's treasure to be found, so better have a look and see what's in there!",,,,

quest_hunter_5,,Quest Info,Reordered,"Hunter: Quest 4/4",,,,
quest_hunter_5_subtitle,,Quest Info,Reordered,"Treasure Hunt 2",,,,
quest_hunter_5_offer,,Quest Info,Reordered,"There is yet more treasure to be found out there, but this one is a little bit further away than the last one. But, if you did it once, you can do it again. Get digging!",,,,



quest_scientist_1,,Quest Info,Reordered,"Scientist: Class Start",,,,
quest_scientist_1_subtitle,,Quest Info,Reordered,"Scientist Class",,,,
quest_scientist_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Scientist class.",,,,

quest_scientist_2,,Quest Info,Reordered,"Scientist: Quest 1/4",,,,
quest_scientist_2_subtitle,,Quest Info,Reordered,"Medical Supplies",,,,
quest_scientist_2_offer,,Quest Info,Reordered,"It's better to come prepared than not at all, and having a good stock of medical supplies will definitely prove useful if those zeds sink their teeth in. Better get picking some aloe and craft some bandages.",,,,

quest_scientist_3,,Quest Info,Reordered,"Scientist: Quest 2/4",,,,
quest_scientist_3_subtitle,,Quest Info,Reordered,"Explosions!",,,,
quest_scientist_3_offer,,Quest Info,Reordered,"Remember the good old days of making stuff go bang in chemistry class? Well now this will be a very useful thing to know. And your teacher used to say you'd never get anywhere doing that stuff...",,,,

quest_scientist_4,,Quest Info,Reordered,"Scientist: Quest 3/4",,,,
quest_scientist_4_subtitle,,Quest Info,Reordered,"A Lab to Work In",,,,
quest_scientist_4_offer,,Quest Info,Reordered,"What's a science lab without a proper place to conduct your experiments? Better go out there and find some scientific equipment to make your lab an actual lab!",,,,

quest_scientist_5,,Quest Info,Reordered,"Scientist: Quest 4/4",,,,
quest_scientist_5_subtitle,,Quest Info,Reordered,"Better medicine",,,,
quest_scientist_5_offer,,Quest Info,Reordered,"Now you got your lab just the way you like it, you can craft some better medical supplies. Remember to donate to the blood bank once in a while to keep it topped up, unless you got lucky and found some in a pill shop.",,,,



quest_mechanic_1,,Quest Info,Reordered,"Mechanic: Class Start",,,,
quest_mechanic_1_subtitle,,Quest Info,Reordered,"Mechanic Class",,,,
quest_mechanic_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Mechanic Class",,,,

quest_mechanic_2,,Quest Info,Reordered,"Mechanic: Quest 1/4",,,,
quest_mechanic_2_subtitle,,Quest Info,Reordered,"A Wrench",,,,
quest_mechanic_2_offer,,Quest Info,Reordered,"Good luck taking all that nice machinery apart if you haven't got your primary tool - a wrench! Go out and find one.",,,,

quest_mechanic_3,,Quest Info,Reordered,"Mechanic: Quest 2/4",,,,
quest_mechanic_3_subtitle,,Quest Info,Reordered,"Bits and Bobs",,,,
quest_mechanic_3_offer,,Quest Info,Reordered,"Now you got that shiny new wrench, you better go out there and see what can be found in all the cars, lights, and electrical devices.",,,,

quest_mechanic_4,,Quest Info,Reordered,"Mechanic: Quest 3/4",,,,
quest_mechanic_4_subtitle,,Quest Info,Reordered,"Dude, where's my Bike? (1/2)",,,,
quest_mechanic_4_offer,,Quest Info,Reordered,"It seems that some of these cars laying around still have some working parts. Maybe if we collect enough of those, we could build our own vehicle.",,,,

quest_mechanic_5,,Quest Info,Reordered,"Mechanic: Quest 4/4",,,,
quest_mechanic_5_subtitle,,Quest Info,Reordered,"Dude, where's my Bike? (2/2)",,,,
quest_mechanic_5_offer,,Quest Info,Reordered,"Seems that we still need to figure out how to craft some of the stuff to build a working bike. There may be a magazine out there that could teach a dumbshit how to build one...",,,,



quest_researcher_1,,Quest Info,Reordered,"Researcher: Class Start",,,,
quest_researcher_1_subtitle,,Quest Info,Reordered,"Researcher Class",,,,
quest_researcher_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Researcher class.",,,,

quest_researcher_2,,Quest Info,Reordered,"Researcher: Quest 1/4",,,,
quest_researcher_2_subtitle,,Quest Info,Reordered,"Notes",,,,
quest_researcher_2_offer,,Quest Info,Reordered,"If there's one thing a researcher needs it's a place to write and store important information! So the first thing you'll need is some paper. Shouldn't be too hard to find... Just don't let the shotgun guy see it.",,,,

quest_researcher_3,,Quest Info,Reordered,"Researcher: Quest 2/4",,,,
quest_researcher_3_subtitle,,Quest Info,Reordered,"Schematics (1/3)",,,,
quest_researcher_3_offer,,Quest Info,Reordered,"It seems there's a lot you still don't know. Like how to make a good knife or assemble a gun. Better get yourself out there and collect some schematics to learn these things.",,,,

quest_researcher_4,,Quest Info,Reordered,"Researcher: Quest 3/4",,,,
quest_researcher_4_subtitle,,Quest Info,Reordered,"Schematics (2/3)",,,,
quest_researcher_4_offer,,Quest Info,Reordered,"Though you can learn how to build simple guns, military weapons are another story. But, surely there is a schematic out there for some of them, maybe even more than one.",,,,

quest_researcher_5,,Quest Info,Reordered,"Researcher: Quest 4/4",,,,
quest_researcher_5_subtitle,,Quest Info,Reordered,"Schematics (3/3)",,,,
quest_researcher_5_offer,,Quest Info,Reordered,"Knowing how to build great guns is one thing, but power tools is a completely different story. Maybe there are some schematics for it, and if we're lucky we may find out how to empty a gas barrel.",,,,



quest_athlete_1,,Quest Info,Reordered,"Athlete: Class Start",,,,
quest_athlete_1_subtitle,,Quest Info,Reordered,"Athlete Class",,,,
quest_athlete_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Athlete Class.",,,,

quest_athlete_2,,Quest Info,Reordered,"Athlete: Quest 1/4",,,,
quest_athlete_2_subtitle,,Quest Info,Reordered,"Treating Injuries",,,,
quest_athlete_2_offer,,Quest Info,Reordered,"As an athlete, you know how important it is to make a speedy recovery and keep up that training regime! Better go out and find some basic medical supplies, just in case.",,,,

quest_athlete_3,,Quest Info,Reordered,"Athlete: Quest 2/4",,,,
quest_athlete_3_subtitle,,Quest Info,Reordered,"A Source of Energy",,,,
quest_athlete_3_offer,,Quest Info,Reordered,"Seems that even the apocalypse can't tire you out, but still, everyone needs a boost of energy or a stiff drink now and again. There's probably some leftovers in those vending machines or coolers...",,,,

quest_athlete_4,,Quest Info,Reordered,"Athlete: Quest 3/4",,,,
quest_athlete_4_subtitle,,Quest Info,Reordered,"Steroids",,,,
quest_athlete_4_offer,,Quest Info,Reordered,"Seems those zombies have an unlimited amount of energy (so long as they have some fresh brains). But maybe some steroids could help you teach them a lesson. Go find some steroids, take them, then go on a killing spree using your fists. Watch out for the side effects, though...",,,,

quest_athlete_5,,Quest Info,Reordered,"Athlete: Quest 4/4",,,,
quest_athlete_5_subtitle,,Quest Info,Reordered,"A Place to Rest",,,,
quest_athlete_5_offer,,Quest Info,Reordered,"After all that running around, you need some form of comfort! Go make yourself a king sized bed and enjoy the luxury while you can.",,,,



quest_trader_1,,Quest Info,Reordered,"Trader: Class Start",,,,
quest_trader_1_subtitle,,Quest Info,Reordered,"Trader Class",,,,
quest_trader_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Trader Class",,,,

quest_trader_2,,Quest Info,Reordered,"Trader: Quest 1/4",,,,
quest_trader_2_subtitle,,Quest Info,Reordered,"Finding the Trader",,,,
quest_trader_2_offer,,Quest Info,Reordered,"It seems that there may be people still alive out there who have a lot of wares and things to sell - as well as looking for things to buy. Best go out and see if you can get to them, before the zombies do.",,,,

quest_trader_3,,Quest Info,Reordered,"Trader: Quest 2/4",,,,
quest_trader_3_subtitle,,Quest Info,Reordered,"Making some Dosh",,,,
quest_trader_3_offer,,Quest Info,Reordered,"Seems you're pretty good at this whole bartering thing! So, why not take it a step further and see if you can make some cash from your local trader.",,,,

quest_trader_4,,Quest Info,Reordered,"Trader: Quest 3/4",,,,
quest_trader_4_subtitle,,Quest Info,Reordered,"Entrepreneur",,,,
quest_trader_4_offer,,Quest Info,Reordered,"With more money comes greater power (and it seems the trader likes it too) so why not make even more whilst the going's good.",,,,

quest_trader_5,,Quest Info,Reordered,"Trader: Quest 4/4",,,,
quest_trader_5_subtitle,,Quest Info,Reordered,"Business Tycoon",,,,
quest_trader_5_offer,,Quest Info,Reordered,"There is never such as thing as too much money. Even though nobody uses real money these days, all about casino coins. Hmm...",,,,



quest_farmer_1,,Quest Info,Reordered,"Farmer: Class Start",,,,
quest_farmer_1_subtitle,,Quest Info,Reordered,"Farmer Class",,,,
quest_farmer_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Farmer class.",,,,

quest_farmer_2,,Quest Info,Reordered,"Farmer: Quest 1/4",,,,
quest_farmer_2_subtitle,,Quest Info,Reordered,"Flower Picking",,,,
quest_farmer_2_offer,,Quest Info,Reordered,"What is a farmer to do without any seeds and a plot of land to farm on? Better get out there and collect some samples and start a farm of your own.",,,,

quest_farmer_3,,Quest Info,Reordered,"Farmer: Quest 2/4",,,,
quest_farmer_3_subtitle,,Quest Info,Reordered,"Fertilizer",,,,
quest_farmer_3_offer,,Quest Info,Reordered,"Seems that we're not getting such a good harvest in the apocalypse. But, maybe if you got some fertilizer, you might get more from those crops. Best craft some as soon as you can.",,,,

quest_farmer_4,,Quest Info,Reordered,"Farmer: Quest 3/4",,,,
quest_farmer_4_subtitle,,Quest Info,Reordered,"More Fields!",,,,
quest_farmer_4_offer,,Quest Info,Reordered,"Though you may have grown some basic plants, there's still a few left to find out there, including some potatoes and coffee. See if you can get a good harvest on your newly fertilized farm, and consider expanding your fields a bit.",,,,

quest_farmer_5,,Quest Info,Reordered,"Farmer: Quest 4/4",,,,
quest_farmer_5_subtitle,,Quest Info,Reordered,"Smells like crap!",,,,
quest_farmer_5_offer,,Quest Info,Reordered,"Expand those fields and upgrade that tilled ground to fertile ground. You're going to need a lot of fertilizer for this one...",,,,



quest_culinary_1,,Quest Info,Reordered,"Culinary: Class Start",,,,
quest_culinary_1_subtitle,,Quest Info,Reordered,"Culinary Class",,,,
quest_culinary_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Culinary class.",,,,

quest_culinary_2,,Quest Info,Reordered,"Culinary: Quest 1/4",,,,
quest_culinary_2_subtitle,,Quest Info,Reordered,"A Chef's First Lessons",,,,
quest_culinary_2_offer,,Quest Info,Reordered,"If you're going to survive longer than a couple of days, you better know how to prepare water to drink safely and at least be able to boil some of those eggs you find in birds' nests. Else you may end up with a spot of the poopers...",,,,

quest_culinary_3,,Quest Info,Reordered,"Culinary: Quest 2/4",,,,
quest_culinary_3_subtitle,,Quest Info,Reordered,"Meat your Maker",,,,
quest_culinary_3_offer,,Quest Info,Reordered,"Now you're a little more adept at cooking over a campfire, it's time to see how you handle cooking harvested meat. Better get the grill out!",,,,

quest_culinary_4,,Quest Info,Reordered,"Culinary: Quest 3/4",,,,
quest_culinary_4_subtitle,,Quest Info,Reordered,"Pies!",,,,
quest_culinary_4_offer,,Quest Info,Reordered,"Bet you never thought you'd be able to make corn bread and pies with a simple campfire, ehh? Well, give it a try!",,,,

quest_culinary_5,,Quest Info,Reordered,"Culinary: Quest 4/4",,,,
quest_culinary_5_subtitle,,Quest Info,Reordered,"Stew!",,,,
quest_culinary_5_offer,,Quest Info,Reordered,"Now you've learned all the basics, it's time for your final test! Make 20 meat stews in 5 seconds. Just kidding, but still, the 20 meat stews part stands.",,,,


quest_carpenter_1,,Quest Info,Reordered,"Carpenter: Class Start",,,,
quest_carpenter_1_subtitle,,Quest Info,Reordered,"Carpenter Class",,,,
quest_carpenter_1_offer,,Quest Info,Reordered,"Gain your starting skills from the Carpenter class.",,,,

quest_carpenter_2,,Quest Info,Reordered,"Carpenter: Quest 1/4",,,,
quest_carpenter_2_subtitle,,Quest Info,Reordered,"Getting Wood",,,,
quest_carpenter_2_offer,,Quest Info,Reordered,"As a carpenter, you know the value of wood and how useful it can be. Though at this time, you don't really have any to use. Better get out there and chop some trees and gather wood logs. And whilst you're out there, get yourself an axe!",,,,

quest_carpenter_3,,Quest Info,Reordered,"Carpenter: Quest 2/4",,,,
quest_carpenter_3_subtitle,,Quest Info,Reordered,"Split Like A Coconut",,,,
quest_carpenter_3_offer,,Quest Info,Reordered,"So it seems the local residents don't approve of you chopping down all their trees... Well, sod those guys. Go up to some and... axe 'em a question!",,,,

quest_carpenter_4,,Quest Info,Reordered,"Carpenter: Quest 3/4",,,,
quest_carpenter_4_subtitle,,Quest Info,Reordered,"Tree Species",,,,
quest_carpenter_4_offer,,Quest Info,Reordered,"There are a few different types of trees in the world, each with different qualities. Some grow tall, others grow wide. But they all give wood. Go out there and get some tree seeds and replant them! Oh, a better fireaxe would also come in handy...",,,,

quest_carpenter_5,,Quest Info,Reordered,"Carpenter: Quest 4/4",,,,
quest_carpenter_5_subtitle,,Quest Info,Reordered,"Zombie Chainsaw Massacre",,,,
quest_carpenter_5_offer,,Quest Info,Reordered,"Ever hear of the Texas Chainsaw Massacre? Recreate it, but with zombies. Yup, that's right! Take a blade to their faces and don't stop until you can't see the ground for body parts!",,,,



quest_surviving_1,,Quest Info,Reordered,"Partially drinkable water...",,,,
